brand,model,price,fuel,transmission,km,year,location
Mazda,CX-30 NUEVO CX-30 SKYACTIV-G 2.0 90 KW (122 CV)  2WD MT  ZENITH JAN,24400.0,Híbrido,Manual,1470.0,2020,Navarra
Mazda,CX-30 NUEVO CX-30 SKYACTIV-X 2.0 132 KW (180 CV) 2WD AT EVOLUTION,29400.0,Híbrido,Automático,1400.0,2020,Navarra
Mazda,CX-30 NUEVO CX-30 SKYACTIV-X 2.0 132 KW (180 CV)  2WD MT ZENITH,25700.0,Híbrido,Manual,6000.0,2020,Navarra
Hyundai,Tucson 1.6 GDI KLASS 2WD 5P,20990.0,Gasolina,Manual,9946.0,2019,Valencia
BMW,X2 2.0 SDRIVE20I DCT 192 5P AUTOMATICO,30200.0,Gasolina,Automático,30966.0,2018,Valencia
Toyota,RAV4 2.0D-4D 105KW ADVANCE 143 5P,23500.0,Diésel,Manual,37696.0,2018,Valencia
Volkswagen,Caddy 2.0TDI Kombi 102,18300.0,Diésel,Manual,19011.0,2020,Málaga
Nissan,X-Trail X-Trail 1.6 dCi N-Connecta 4x2 XTronic,27800.0,Diésel,Automático,16961.0,2019,Málaga
Nissan,Qashqai Qashqai 1.5dCi N-Style 4x2 85kW,23500.0,Diésel,Manual,1.0,2021,Málaga
Nissan,Qashqai Qashqai 1.5dCi N-Connecta 4x2 85kW,22100.0,Diésel,Manual,19802.0,2019,Málaga
Nissan,Qashqai 1.6 DIG-T Acenta 4x2,15100.0,Gasolina,Manual,76302.0,2016,Málaga
Nissan,Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,21500.0,Gasolina,Manual,13660.0,2019,Málaga
Nissan,Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,21900.0,Gasolina,Manual,1.0,2019,Málaga
Nissan,Qashqai 1.2 DIG-T Tekna 4x2 XTronic,18200.0,Gasolina,Automático,45389.0,2017,Málaga
Nissan,NV200 e-NV200 Furgón Profesional 5p. 40kwh,29900.0,Eléctrico,Automático,1.0,2020,Málaga
Nissan,Micra IG-T Acenta 92,14600.0,Gasolina,Manual,1.0,2021,Málaga
Nissan,Micra IG-T Acenta 92,14600.0,Gasolina,Manual,1.0,2021,Málaga
Nissan,Micra IG-T Acenta 100,13200.0,Gasolina,Manual,6775.0,2020,Málaga
BMW,X3 xDrive 20dA,38900.0,Diésel,Automático,19784.0,2019,Málaga
Renault,Captur 0.9 TCE ENERGY ZEN 66KW 90 5P,13500.0,Gasolina,Manual,36892.0,2018,Valencia
Renault,Captur 0.9 TCE ENERGY ZEN 66KW 90 5P,14650.0,Gasolina,Manual,34625.0,2018,Valencia
BMW,118 5-Puertas dA,31900.0,Diésel,Automático,4071.0,2020,Málaga
Audi,Q3 Sportback 45 TFSIe S line tiptronic,55000.0,Híbrido,Automático,1.0,2021,Málaga
Nissan,NV200 NV200 Isotermo 1.5dCi Basic 90,13900.0,Diésel,Manual,78000.0,2018,Pontevedra
Nissan,Qashqai QASHQAI 1.5DCI 115CV TEKNA+ 2WD DCT EURO6D,25900.0,Diésel,Semi-automático,15355.0,2019,Pontevedra
Nissan,Qashqai Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,21900.0,Gasolina,Manual,20000.0,2019,Pontevedra
Audi,A3 A3 Sportback 1.6TDI S Line Edition 116,22900.0,Diésel,Manual,24235.0,2019,Málaga
Ford,Fiesta Fiesta 1.1 Ti-VCT Trend,13800.0,Gasolina,Manual,14500.0,2019,Alicante
Mercedes-Benz,CLA 180 SB Progressive (EURO 6d-TEMP),30100.0,Gasolina,Automático,14169.0,2020,La Coruña
Mercedes-Benz,CLA 250 Sport 4Matic AMG Line,26500.0,Gasolina,Automático,61333.0,2017,La Coruña
Mercedes-Benz,GLC 250 4Matic AMG Line (EURO 6d-TEMP),43490.0,Gasolina,Manual,26527.0,2020,Barcelona
Seat,Ibiza Ibiza 1.0 S&S Reference 75,8900.0,Gasolina,Manual,30750.0,2017,Alicante
Mercedes-Benz,A 250 Lim. Progressive (EURO 6d-TEMP),37490.0,Gasolina,Automático,3548.0,2020,Barcelona
Peugeot, 2008 1.6 BlueHDI Active 100,10700.0,Diésel,Manual,180000.0,2016,Alicante
Audi,A1 30 TFSI Adrenalin S tronic,24800.0,Gasolina,Automático,7600.0,2020,Málaga
Hyundai,i20 1.2 MPI GO! 84 5P,10080.0,Gasolina,Manual,48308.0,2018,Baleares
Hyundai,i10 1.0 GO! 5P,9780.0,Gasolina,Manual,26438.0,2019,Baleares
Jeep,Wrangler 2.8 CRD RUBICON RECON AUTO 200 3P,38900.0,Diésel,Automático,14604.0,2018,Baleares
Nissan,Qashqai Qashqai 1.3 DIG-T N-Connecta 4x2 DCT 117kW,21700.0,Gasolina,Semi-automático,25000.0,2019,Palencia
Dacia,Dokker Dokker Van 1.6 Ambiance 75kW,6990.0,Gas,Manual,140000.0,2017,Madrid
Renault,Captur Captur Blue DCi Zen 85kW,18900.0,Diésel,Manual,10000.0,2020,Madrid
Hyundai,i20 1.2 MPI GO! 84 5P,10080.0,Gasolina,Manual,48308.0,2018,Baleares
Hyundai,i10 1.0 GO! 5P,9780.0,Gasolina,Manual,26438.0,2019,Baleares
Jeep,Wrangler 2.8 CRD RUBICON RECON AUTO 200 3P,38900.0,Diésel,Automático,14604.0,2018,Baleares
Renault,Clio Clio Clio TCe GPF Zen 74kW,13900.0,Gasolina,Manual,3000.0,2020,Navarra
Hyundai,KONA 1.0 TGDI Klass 4X2,16500.0,Gasolina,Manual,8100.0,2019,Málaga
Opel,"Mokka X 1.6 CDTi 100kW (136CV) 4X2 S&,S Selective",14500.0,Diésel,Manual,49211.0,2018,Málaga
MINI,One ONE automático,15900.0,Gasolina,Automático,31661.0,2017,Málaga
Opel, 1.2T XHL 74kW (100CV) Elegance,17900.0,Gasolina,Manual,8.0,2021,Málaga
Subaru,Forester Forester 2.0i Hybrid CVT Sport Plus,30500.0,Gasolina,Automático,3505.0,2020,Málaga
Fiat,"500X Urban 500X 120TH 1.6 E-Torq 81KW (110 CV) 4x2 S&,S",14500.0,Gasolina,Manual,10997.0,2019,Málaga
Ford,Fiesta 1.0 EcoBoost 74kW Vignale S/S Aut 5p,12900.0,Gasolina,Automático,30925.0,2017,Málaga
Opel, 1.3 CDTi S/S Selective 70kW (95CV),10500.0,Diésel,Manual,49679.0,2018,Málaga
Fiat,"500X Urban 500X 120TH 1.6 E-Torq 81KW (110 CV) 4x2 S&,S",14500.0,Gasolina,Manual,10107.0,2019,Málaga
Mazda,6 2.2 DE 150cv AT Style+,14900.0,Diésel,Automático,10383.0,2016,Málaga
Land Rover,Range Rover 3.0 SDV6 202kW (275CV) VOGUE,102455.0,Diésel,Automático,5.0,2020,Málaga
Mercedes-Benz,A 180 d AMG Line,28900.0,Diésel,Automático,5273.0,2020,Madrid
Volkswagen,Golf R R 2.0 TSI 228kW (310CV) 4Motion DSG,38990.0,Gasolina,Automático,48437.0,2018,Pontevedra
Volkswagen,Golf Last Edition 1.5 TSI EVO 96kW (130CV),18990.0,Gasolina,Manual,14181.0,2020,Pontevedra
Hyundai,i20 1.2 MPI ESSENCE LE 75 5P,11650.0,Gasolina,Manual,16842.0,2019,Baleares
Toyota,Auris 1.8 140H Active Touring Sports,13490.0,Eléctrico,Automático,82288.0,2016,Barcelona
Mercedes-Benz,GLC 250 4Matic AMG Line (EURO 6d-TEMP),42900.0,Gasolina,Automático,23500.0,2020,La Rioja
Mercedes-Benz,GLC 250 4Matic AMG Line (EURO 6d-TEMP),41400.0,Gasolina,Automático,35052.0,2019,La Rioja
Mercedes-Benz,GLC 250 4Matic AMG Line (EURO 6d-TEMP),42900.0,Gasolina,Automático,15900.0,2020,La Rioja
Mercedes-Benz,C 220 BlueTEC / d AMG Line,28095.0,Diésel,Automático,37837.0,2018,Madrid
Mercedes-Benz,A 250 e COMPACTO[0-800+0-050],37995.0,Híbrido,Automático,3935.0,2020,Madrid
Mercedes-Benz,C 220 BlueTEC / d AMG Line,28444.0,Diésel,Automático,35085.0,2018,Madrid
Mercedes-Benz,A 200 COMPACTO[0-809+0-059],31295.0,Gasolina,Automático,9137.0,2019,Madrid
Mercedes-Benz,B 200 SPORT TOURER[0-809 0-059],29400.0,Gasolina,Automático,23407.0,2019,Madrid
Mitsubishi,ASX 1.6 160 MPI MOTION 117 5P,12900.0,Gasolina,Manual,66603.0,2016,Madrid
Renault,Scenic SCENIC LIFE BLUE DCI 120CV,14990.0,Diésel,Manual,15037.0,2019,Barcelona
Mercedes-Benz,C 300 COUPÉ[0-809],47895.0,Gasolina,Automático,19713.0,2019,Valencia
Renault,Clio Clio Clio TCe Zen 74kW,14450.0,Gasolina,Manual,13336.0,2020,Jaén
Mercedes-Benz,GLA 200 CDI CDI / d (EURO 6d-TEMP),27900.0,Diésel,Automático,19500.0,2019,Alava
Mercedes-Benz,Citan ,12600.0,Diésel,Manual,33650.0,2018,Alicante
Renault,Clio Clio Clio TCe Zen 74kW,14450.0,Gasolina,Manual,13336.0,2020,Granada
MINI,Mini 1.5 COOPER D 116 3P,16900.0,Diésel,Manual,95303.0,2017,Baleares
MINI,Mini 1.5 COOPER S E AUTO 4WD 224 5P,34900.0,Eléctrico,Automático,1066.0,2019,Baleares
Mercedes-Benz, AMG Line C  220 d,29990.0,Diésel,Manual,84850.0,2017,Albacete
Seat, FR 1.5 TGI 96kW (130CV) St&Sp,17990.0,Gas natural (CNG),Manual,39736.0,2019,Albacete
Volvo,XC40 Momentum Pro 1.5 T2   Auto,33200.0,Gasolina,Automático,1.0,2021,Alava
Seat,Ibiza Style 1.6 TDI 70kW (95CV),18300.0,Diésel,Manual,100.0,2021,Tarragona
Opel, Edition 1.2T XHL 74kW (100CV),14900.0,Gasolina,Manual,1.0,2021,Huesca
Renault,Clio Clio Clio TCe Zen 74kW,14450.0,Gasolina,Manual,13336.0,2020,Jaén
Opel, Edition 1.2 XEL 55kW (75CV),13900.0,Gasolina,Manual,1.0,2021,Huesca
Opel,Combo Life Selective 1.5 TD 75kW (100CV) S/S   L,18190.0,Diésel,Manual,9156.0,2020,Huesca
Opel,Grandland X Selective 1.5 CDTi,24900.0,Diésel,Manual,10.0,2020,Madrid
Opel,Crossland X Design Line 120 Aniversario 1.2 81kW   S/S,16400.0,Gasolina,Manual,17500.0,2019,Madrid
Renault,Talisman Intens S.T.   Energy dCi 96kW (130CV) EDC,15900.0,Diésel,Manual,89966.0,2017,Madrid
Opel, GS-Line 1.2T XHL 74kW (100CV),15900.0,Gasolina,Manual,4100.0,2019,Sevilla
Opel,Mokka 1.6 CDTI SELECTIVE 2WD S,12990.0,Diésel,Manual,67653.0,2016,Madrid
Nissan,Navara 2.3 DCI 140KW ACENTA DOUBLE CAB 4WD 190 4P,24790.0,Diésel,Manual,52076.0,2017,Madrid
Renault,Clio Clio Clio TCe Zen 74kW,14450.0,Gasolina,Manual,13336.0,2020,Granada
Toyota,Yaris 1.5 Hybrid Active,11950.0,Híbrido,Automático,77767.0,2017,Huelva
Toyota,Auris 1.8 140H Hybrid Active,14495.0,Híbrido,Automático,39438.0,2017,Huelva
Toyota,Auris 1.8 140H Hybrid Active,16495.0,Híbrido,Automático,18099.0,2019,Huelva
Toyota,Auris 1.8 140H Hybrid Active,14450.0,Híbrido,Automático,75497.0,2016,Huelva
Toyota,Auris 1.8 140H Hybrid Active,14950.0,Híbrido,Automático,48844.0,2016,Huelva
Toyota,Auris 1.8 140H Active Touring Sports,14995.0,Híbrido,Automático,54327.0,2016,Huelva
Toyota,Yaris 1.5 Hybrid Active,11950.0,Híbrido,Automático,77767.0,2017,Sevilla
Toyota,Auris 1.8 140H Hybrid Active,14495.0,Híbrido,Automático,39438.0,2017,Sevilla
Hyundai,i20 1.2 MPI GO! 84 5P,10080.0,Gasolina,Manual,48308.0,2018,Baleares
Toyota,Auris 1.8 140H Hybrid Active,16495.0,Híbrido,Automático,18099.0,2019,Sevilla
Toyota,Auris 1.8 140H Hybrid Active,14450.0,Híbrido,Automático,75497.0,2016,Sevilla
Toyota,Auris 1.8 140H Hybrid Active,14950.0,Híbrido,Automático,48844.0,2016,Sevilla
Toyota,Auris 1.8 140H Active Touring Sports,14995.0,Híbrido,Automático,54327.0,2016,Sevilla
Skoda,Kodiaq 2.0 Tdi Ambition DSG 110 kW (150CV),32900.0,Diésel,Automático,2500.0,2020,Málaga
Toyota,Yaris 1.5 Hybrid Active,11950.0,Híbrido,Automático,77767.0,2017,Cádiz
Toyota,Auris 1.8 140H Hybrid Active,14495.0,Híbrido,Automático,39438.0,2017,Cádiz
Toyota,Auris 1.8 140H Hybrid Active,16495.0,Híbrido,Automático,18099.0,2019,Cádiz
Toyota,Auris 1.8 140H Hybrid Active,14450.0,Híbrido,Automático,75497.0,2016,Cádiz
Toyota,Auris 1.8 140H Hybrid Active,14950.0,Híbrido,Automático,48844.0,2016,Cádiz
Toyota,Auris 1.8 140H Active Touring Sports,14995.0,Híbrido,Automático,54327.0,2016,Cádiz
Seat, 1.6 TDI 85kW S&S Style Visio Ed Nav,16900.0,Diésel,Manual,12487.0,2019,Barcelona
Toyota,Auris 1.8 140H Active Touring Sports,13490.0,Eléctrico,Automático,82288.0,2016,Barcelona
Nissan,X-Trail 5P dCi 110 kW (150 CV) E6D N-TEC,26900.0,Diésel,Manual,7.0,2021,Lugo
Nissan,Qashqai dCi 85 kW (115 CV) E6D N-STYLE,21900.0,Diésel,Manual,24.0,2021,Lugo
Skoda,Fabia 1.4 TDi 66KW (90cv) Ambition,8900.0,Diésel,Manual,99000.0,2016,Huesca
Toyota,Yaris 1.0 70 Active,10900.0,Gasolina,Manual,33000.0,2017,Huesca
Nissan,Qashqai dCi 85 kW (115 CV) E6D N-CONNECTA,20900.0,Diésel,Manual,27680.0,2019,Lugo
Nissan,Qashqai dCi 85 kW (115 CV) E6D N-CONNECTA,22500.0,Diésel,Manual,8.0,2020,Lugo
Nissan,Micra IG-T 74 kW (100 CV) E6D N-Connecta,13900.0,Gasolina,Manual,3.0,2021,Lugo
Nissan,Juke DIG-T 86 kW (117 CV) 6 M/T N-CONNECTA,18500.0,Gasolina,Manual,5.0,2020,Lugo
Nissan,Micra 1.0 IG-T 692cv E6D-F N-Design Chrome,16000.0,Gasolina,Manual,3.0,2021,Zamora
Hyundai,i10 1.0 GO! 5P,9780.0,Gasolina,Manual,26438.0,2019,Baleares
Jeep,Wrangler 2.8 CRD RUBICON RECON AUTO 200 3P,38900.0,Diésel,Automático,14604.0,2018,Baleares
Volvo,XC40 XC40 D4 AWD MOMENTUM AUT,27950.0,Diésel,Automático,142562.0,2018,Granada
BMW,i3 AUTOMATIC 120AH S 184 5P,46800.0,Eléctrico,Automático,18.0,2021,Baleares
Hyundai,KONA 1.6 CRDI 85KW KLASS 2WD 115 5P,15990.0,Diésel,Manual,38075.0,2019,Madrid
Volkswagen,Golf 1.6 TDI DSG BUSINESS & NAVI BMT 110 5P,13990.0,Diésel,Automático,72147.0,2016,Madrid
Volvo,V90 D5 AWD R-DESING 2.0 235CV AUT. 8V,59900.0,Diésel,Automático,1.0,2021,Almería
Volvo,S90 Otros T5 INSCRIPTION 2.0 250 CV AUT. 8V,44900.0,Gasolina,Manual,3081.0,2018,Almería
Renault,Megane MEGANE BUSINESS 5P 1.5DCI 110CV MT6,13500.0,Diésel,Manual,59226.0,2017,Almería
Peugeot,308 1.5 BlueHDi 130 S&S Active Pack,20990.0,Diésel,Manual,10.0,2021,Almería
Peugeot, 5P PURE TECH 1.2 82CV,11900.0,Gasolina,Manual,20392.0,2019,Almería
Mercedes-Benz,GLC 250 CDI 4 MATIC,39000.0,Diésel,Manual,144000.0,2017,Almería
Toyota,Yaris HSD 1.5 Active TSS,13500.0,Híbrido,Automático,49800.0,2017,Madrid
MINI,Mini Mini Cooper Cooper,13490.0,Gasolina,Manual,88833.0,2016,Madrid
Seat,Leon Xcellence 1.5 TGI 130CV,17890.0,Gas natural (CNG),Manual,10.0,2021,Madrid
Seat,Leon Xcellence 1.5 TGI 130CV,17890.0,Gas natural (CNG),Manual,10.0,2021,Madrid
Suzuki,SX4 S-Cross TODOTERRENO 1.4 SMART HYBRID GLE 129CV 5P,21900.0,Híbrido,Manual,3000.0,2020,Sevilla
Audi,A5 sport 2.0 TDI 110 kW (150 CV),28990.0,Diésel,Manual,30858.0,2017,Sevilla
Skoda,Octavia 1.5 TSI Ambition 110 kW (150 CV),23900.0,Gasolina,Manual,120.0,2020,Cádiz
Volkswagen,Scirocco Typhoon by R-Line 1.4 TSI 92 kW (125 CV),19170.0,Gasolina,Manual,42983.0,2018,Cádiz
BMW,X5 xDRIVE30d,88100.0,Diésel,Automático,825.0,2021,Murcia
Audi,A4 S line edition 2.0 TDI 110 kW (150 CV),24900.0,Diésel,Manual,78301.0,2018,Madrid
Audi,A4 S line 35 TFSI 110 kW (150 CV) S tronic,26500.0,Gasolina,Automático,67555.0,2019,Madrid
Audi,RS3 2.5 TFSI quattro 294 kW (400 CV) S tronic,55900.0,Gasolina,Automático,4174.0,2020,Madrid
Volkswagen,Golf Advance 1.5 TSI Evo 110 kW (150 CV) DSG,24995.0,Híbrido,Automático,10.0,2020,Burgos
Seat, 1.6 TDI S&S Reference 85 kW (115 CV),8900.0,Diésel,Manual,164219.0,2017,Burgos
Audi,A1 S line 30 TFSI 85 kW (116 CV),21900.0,Gasolina,Manual,14999.0,2020,Madrid
Audi,A1 Adrenalin 30 TFSI 85 kW (116 CV) S tronic,23900.0,Gasolina,Automático,14999.0,2020,Madrid
Audi,A4 S line edition 2.0 TDI 110 kW (150 CV) S tronic,26800.0,Diésel,Automático,21701.0,2018,Madrid
Seat,Leon Style Visio Edition Nav 1.5 TSI 130CV,18890.0,Gasolina,Manual,10.0,2021,Madrid
Audi,Q5 Black line 40 TDI quattro 140 kW (190 CV) S tronic,45500.0,Diésel,Automático,16879.0,2019,Asturias
Audi,Q2 sport edition 1.6 TDI 85 kW (116 CV),23400.0,Diésel,Manual,34083.0,2017,Barcelona
Audi,A4 Advanced edition 2.0 TDI 110 kW (150 CV) S tronic,19700.0,Diésel,Automático,83125.0,2017,Barcelona
Ford,Focus 1.0 Ecoboost 92kW Trend,12900.0,Gasolina,Manual,35705.0,2018,Alicante
Seat,Leon Style Visio Edition Nav 1.5 TSI 130CV,18890.0,Gasolina,Manual,10.0,2021,Madrid
Ford,Focus 1.6 TI-VCT Trend+ PowerShift 92 kW (125 CV),11990.0,Gasolina,Automático,29828.0,2017,Tarragona
Ford,Focus 1.6 TI-VCT Trend+ PowerShift 92 kW (125 CV),11990.0,Gasolina,Automático,29828.0,2017,Tarragona
Ford,C-MAX 1.0 EcoBoost Trend+ 92 kW (125 CV),11990.0,Gasolina,Manual,46384.0,2016,Barcelona
Volkswagen,Arteon 2.0 TDI 110 kW (150 CV) DSG,33500.0,Diésel,Automático,4994.0,2020,Madrid
Audi,A3 Black line 35 TDI 110 kW (150 CV) S tronic,31500.0,Diésel,Automático,16022.0,2020,Barcelona
Volkswagen,Arteon R-Line 2.0 TDI 110 kW (150 CV) DSG,23900.0,Diésel,Automático,152119.0,2018,Madrid
Audi,A6 sport 40 TDI quattro-ultra 150 kW (204 CV) S tronic,43900.0,Diésel,Automático,21643.0,2019,Madrid
Audi,A3 S line 35 TDI 110 kW (150 CV),27950.0,Diésel,Manual,24100.0,2020,Barcelona
MINI,Mini Cooper D 110 kW (150 CV),18900.0,Diésel,Manual,54319.0,2017,Guipúzcoa
Toyota,RAV4 2.5l hybrid Executive 2WD 145 kW (197 CV),22900.0,Híbrido,Automático,36448.0,2017,Barcelona
Renault,Megane Limited Blue dCi 70 kW (95 CV),17200.0,Diésel,Manual,2664.0,2020,Barcelona
Audi,A1 Adrenalin 1.0 TFSI 70 kW (95 CV) S tronic,16456.0,Gasolina,Automático,44765.0,2018,Valencia
Volkswagen,Polo GTI GTI 2.0 TSI 147 kW (200 CV) DSG,28247.0,Gasolina,Automático,3452.0,2020,Valencia
Audi,Q2 design 35 TFSI 110 kW (150 CV) S tronic,30950.0,Gasolina,Automático,7260.0,2020,Barcelona
BMW,225 Coupé xe Active Tourer 165 kW (224 CV),21500.0,Híbrido,Automático,23000.0,2018,Albacete
Audi,A3 S line 35 TDI 110 kW (150 CV) S tronic,31850.0,Diésel,Automático,9423.0,2020,Barcelona
Audi,Q2 design 35 TFSI 110 kW (150 CV) S tronic,30550.0,Gasolina,Automático,16734.0,2020,Barcelona
Audi,Q3 Black line edition 2.0 TDI quattro 110 kW (150 CV) S tronic,27550.0,Diésel,Automático,29944.0,2017,Barcelona
Volkswagen,Golf Life 1.5 TSI 110 kW (150 CV),25900.0,Gasolina,Manual,500.0,2020,Valencia
Volkswagen,Arteon R-Line 2.0 TDI 110 kW (150 CV) DSG,32900.0,Diésel,Automático,4374.0,2020,Valencia
Volkswagen,Golf Advance 1.4 TSI BMT 92 kW (125 CV) DSG,14500.0,Gasolina,Automático,70965.0,2016,Valencia
Volkswagen,Golf Business 1.6 TDI 85 kW (115 CV),15500.0,Diésel,Manual,91819.0,2018,Valencia
Volkswagen,Golf Life 1.5 eTSI 110 kW (150 CV) DSG,25900.0,Gasolina,Automático,4224.0,2020,Valencia
Peugeot,3008 1.2 PureTech S&S Allure 96 kW (130 CV),13900.0,Gasolina,Manual,40155.0,2017,Barcelona
Volkswagen,Golf Sport 1.5 TSI Evo 110 kW (150 CV),18900.0,Gasolina,Manual,5214.0,2017,Valencia
Peugeot,3008 1.6 PureTech S&S GT Line EAT8 132 kW (180 CV),32200.0,Gasolina,Automático,1.0,2020,Barcelona
Audi,Q2 sport edition 1.6 TDI 85 kW (116 CV),20450.0,Diésel,Manual,80080.0,2017,Barcelona
Peugeot, PureTech 82 S&S Style 60 kW (82 CV),12700.0,Gasolina,Manual,40501.0,2018,Barcelona
Volkswagen,Polo Advance 1.0 TSI 70 kW (95 CV) DSG,15300.0,Gasolina,Automático,11832.0,2019,Valencia
Peugeot,308 2.0 BlueHDI S&S GT Line EAT6 110 kW (150 CV),17500.0,Diésel,Automático,38370.0,2017,Barcelona
Volkswagen,Caddy Edition 1.0 TSI BMT 75 kW (102 CV),20220.0,Gasolina,Manual,6430.0,2020,Barcelona
Volkswagen,Golf Life 1.5 TSI 110 kW (150 CV),26290.0,Gasolina,Manual,10356.0,2020,Barcelona
Mercedes-Benz,B 200 115 kW (156 CV),21500.0,Gasolina,Manual,23411.0,2017,Madrid
Mercedes-Benz,GLE 350 d 4Matic 190 kW (258 CV),36000.0,Diésel,Automático,154652.0,2016,Madrid
Mercedes-Benz, 4Matic+ 225 kW (306 CV),58298.0,Gasolina,Automático,1.0,2020,Madrid
Volkswagen,Passat Advance 2.0 TDI BMT 110 kW (150 CV),17990.0,Diésel,Manual,44150.0,2017,Sevilla
Seat, 1.5 EcoTSI S&S Style 96 kW (130 CV),16900.0,Gasolina,Manual,17507.0,2019,Madrid
Seat, 1.5 EcoTSI S&S Style 96 kW (130 CV),16900.0,Gasolina,Manual,15820.0,2019,Madrid
Smart,forfour EQ 60 kW (82 CV),13900.0,Eléctrico,Automático,3963.0,2019,Madrid
Seat, 1.5 EcoTSI S&S Style 96 kW (130 CV),16900.0,Gasolina,Manual,8611.0,2019,Madrid
Seat, 1.5 TSI S&S Style Visio Edition 96 kW (130 CV),16900.0,Gasolina,Manual,10651.0,2019,Madrid
Volkswagen,Polo Advance 1.0 TSI 70 kW (95 CV),15500.0,Gasolina,Manual,1000.0,2020,Barcelona
BMW,118 5-Puertas i 103 kW (140 CV),23900.0,Gasolina,Automático,9300.0,2019,Madrid
Skoda,Karoq 1.5 TSI ACT Ambition DSG 110 kW (150 CV),24900.0,Gasolina,Automático,20107.0,2019,Barcelona
Volkswagen,Tiguan Sport 2.0 TDI 4Motion 140 kW (190 CV) DSG,28850.0,Diésel,Automático,41757.0,2018,Barcelona
MINI,Mini One 75 kW (102 CV),20100.0,Gasolina,Manual,6001.0,2020,Madrid
Volkswagen,Golf 1.6 TDI CR Sport R-Line 85 kW (115 CV),19900.0,Diésel,Manual,25000.0,2019,Asturias
Volkswagen,Golf Life 1.5 eTSI 110 kW (150 CV) DSG,25900.0,Gasolina,Automático,9999.0,2020,Vizcaya
Volkswagen,Golf Life 1.5 eTSI 110 kW (150 CV) DSG,25900.0,Gasolina,Automático,2130.0,2020,Vizcaya
BMW,X5 xDrive45e 290 kW (394 CV),72500.0,Híbrido,Automático,10000.0,2020,Madrid
BMW,X3 xDrive20d 140 kW (190 CV),44600.0,Diésel,Automático,10000.0,2020,Madrid
BMW,X5 xDrive30d 195 kW (265 CV),67500.0,Diésel,Automático,15.0,2020,Madrid
BMW,X1 sDrive18i 103 kW (140 CV),34630.0,Gasolina,Automático,6001.0,2020,Madrid
MINI,Mini Cooper D 85 kW (116 CV),18630.0,Diésel,Automático,52282.0,2017,Madrid
BMW,116 5-Puertas d 85 kW (116 CV),16500.0,Diésel,Manual,72015.0,2016,Madrid
BMW,218 Gran Coupé d 110 kW (150 CV),34999.0,Diésel,Automático,10000.0,2020,Madrid
Seat, 1.6 TDI S&S Style 85 kW (115 CV),12900.0,Diésel,Manual,75799.0,2017,Barcelona
Seat, 1.5 TGI GNC S&S FR Fast Edition Plus 96 kW (130 CV),19500.0,Gas natural (CNG),Automático,7679.0,2020,Valencia
Seat, 1.5 TGI GNC S&S Xcellence DSG 96 kW (130 CV),16500.0,Gas natural (CNG),Automático,11479.0,2019,Valencia
Seat,Ateca 1.6 TDI S&S Ecomotive Reference 85 kW (115 CV),17900.0,Diésel,Manual,63940.0,2018,Vizcaya
Seat,Tarraco 1.5 TSI S&S Style 110 kW (150 CV),25900.0,Gasolina,Manual,14203.0,2019,Valencia
Seat,Ibiza 1.0 MPI Style 59 kW (80 CV),12900.0,Gasolina,Manual,7324.0,2019,Valencia
Seat,Ibiza 1.0 TSI S&S Style 85 kW (115 CV),14900.0,Gasolina,Manual,6.0,2020,Valencia
Seat,Ateca 2.0 TDI S&S Style 4Drive 110 kW (150 CV),17900.0,Diésel,Manual,103420.0,2016,Vizcaya
Seat,Arona 1.0 TSI Ecomotive S&S Style 85 kW (115 CV),16900.0,Gasolina,Manual,14353.0,2019,Valencia
Seat,Ibiza 1.0 MPI Style 59 kW (80 CV),12900.0,Gasolina,Manual,8672.0,2019,Valencia
Seat,Ateca 2.0 TDI S&S Style 110 kW (150 CV),23900.0,Diésel,Manual,16915.0,2020,Valencia
Seat,Ateca 1.0 TSI S&S Ecomotive Style 85 kW (115 CV),21900.0,Gasolina,Manual,33600.0,2019,Valencia
Volkswagen,Tiguan Sport 2.0 TDI 4Motion 110 kW (150 CV) DSG,34900.0,Diésel,Automático,14050.0,2020,Madrid
Volkswagen,Touran 2.0 TDI Business & Navi 85 kW (115 CV),26900.0,Diésel,Manual,18.0,2020,Madrid
Volkswagen,T-Cross Advance 1.0 TSI 85 kW (115 CV),20800.0,Gasolina,Manual,23500.0,2019,Madrid
Opel,Grandland X X PHEV 1.6 Turbo Ultimate AT8 4x4 Ultimate,40800.0,Híbrido,Automático,15.0,2020,Guipúzcoa
Seat,Leon Style Visio Edition Nav 1.5 TSI 130CV,18890.0,Gasolina,Manual,10.0,2021,Madrid
Seat,Leon Style Visio Edition Nav 1.5 TSI 130CV,18890.0,Gasolina,Manual,10.0,2021,Madrid
Renault,Clio 1.0 TCe GPF 100cv Zen,13700.0,Gasolina,Manual,2567.0,2020,Vizcaya
Dacia,Duster 1.3 TCE 150cv 4X4 GPF SL Xplorer,16500.0,Gasolina,Manual,9249.0,2020,Vizcaya
Seat,Leon Style Visio Edition Nav 1.5 TSI 130CV,18890.0,Gasolina,Manual,10.0,2021,Madrid
Opel,Insignia 1.5D DVH S&S Business Elegance AT8 122 Business Elegance,27500.0,Diésel,Automático,25.0,2020,Guipúzcoa
